Image_Number,Master_Run_Number,PC_Time,GPS_Time,UTC_Time,Pressure(hPa),North(mm),East(mm),Down(mm),Distance(mm),H_RTK_Accuracy(mm),V_RTK_Accuracy(mm),N_SATS_RTK,Flags,Latitude(deg),Longitude(deg),Height(m),H_Accuracy(mm),V_Accuracy(mm),N_Sats
30,23,2021-08-06 16:24:57.207747,2021-08-06 08:25:14.500000,2021-8-6 8:24:56.500000002,1300,1472,-10667,-1135,10827.73743678706,149,294,12,3,1.2847236359292438,103.81157657815666,38.912141426653434,846,1883,12
30,23,2021-08-06 16:24:57.311771,2021-08-06 08:25:14.600000,2021-8-6 8:24:56.600000002,1300,1466,-10769,-1122,10926.088092267973,144,286,12,3,1.2847236050131547,103.81157555552967,38.90467168593493,818,1824,13
30,23,2021-08-06 16:24:57.411321,2021-08-06 08:25:14.700000,2021-8-6 8:24:56.700000002,1300,1460,-10867,-1102,11019.877177173981,138,282,12,3,1.284723502911055,103.81157455473729,38.90580149479917,921,2057,13
30,23,2021-08-06 16:24:57.513614,2021-08-06 08:25:14.800000,2021-8-6 8:24:56.800000003,1300,1453,-10949,-1125,11102.136506096473,125,260,13,3,1.2847234542219461,103.81157367330597,38.939631420819985,704,1575,13
30,23,2021-08-06 16:24:57.587938,2021-08-06 08:25:14.900000,2021-8-6 8:24:56.900000003,1300,1452,-11041,-1144,11194.673778185766,133,280,13,3,1.2847235132720816,103.81157276360314,38.95497013311877,776,1738,13
30,23,2021-08-06 16:24:57.797266,2021-08-06 08:25:15.000000,2021-8-6 8:24:57.000000004,1300,1442,-11127,-1120,11275.810081763528,131,273,13,3,1.2847233882154265,103.81157196358514,38.95115759612202,1233,2763,13
30,23,2021-08-06 16:24:57.862548,2021-08-06 08:25:15.100000,2021-8-6 8:24:57.100000003,1300,1415,-11222,-1129,11367.064264795901,133,263,13,3,1.2847230961610514,103.81157117459951,38.967145893329054,1144,2556,13
30,23,2021-08-06 16:24:57.911925,2021-08-06 08:25:15.200000,2021-8-6 8:24:57.200000002,1300,1356,-11296,-1130,11433.077101113244,96,188,13,3,1.2847225377929385,103.8115704315364,39.018200760950116,1115,2484,13
30,23,2021-08-06 16:24:58.018336,2021-08-06 08:25:15.300000,2021-8-6 8:24:57.300000003,1300,1271,-11355,-1152,11483.839514726771,92,181,13,3,1.284721763828024,103.8115697884417,39.084409583332324,1031,2290,13
31,24,2021-08-06 16:24:58.087570,2021-08-06 08:25:15.400000,2021-8-6 8:24:57.400000002,1300,1191,-11392,-1150,11511.67429177876,91,181,13,3,1.2847210531091224,103.81156937708408,39.109832653099645,1058,2345,13
31,24,2021-08-06 16:24:58.217174,2021-08-06 08:25:15.500000,2021-8-6 8:24:57.500000003,1300,1117,-11417,-1142,11528.21503963211,94,188,13,3,1.2847203984612188,103.8115690250769,39.12857565144639,1047,2314,13
31,24,2021-08-06 16:24:58.313632,2021-08-06 08:25:15.600000,2021-8-6 8:24:57.600000003,1300,1038,-11448,-1126,11549.979393921012,91,187,13,3,1.284719708355837,103.81156864953999,39.1424572384702,992,2190,13
31,24,2021-08-06 16:24:58.417157,2021-08-06 08:25:15.700000,2021-8-6 8:24:57.700000004,1300,972,-11475,-1117,11570.138201421796,87,181,13,3,1.2847191398050768,103.81156835325842,39.14048788559619,936,2064,13
31,24,2021-08-06 16:24:58.582923,2021-08-06 08:25:15.800000,2021-8-6 8:24:57.800000003,1300,905,-11487,-1114,11576.320227084252,98,206,13,3,1.2847185125213763,103.81156820216592,39.16288303637579,1046,2306,13
31,24,2021-08-06 16:24:58.621811,2021-08-06 08:25:15.900000,2021-8-6 8:24:57.900000004,1300,842,-11493,-1107,11576.850262485043,105,223,13,3,1.2847179237951296,103.81156817949913,39.171466435636475,840,1849,13
31,24,2021-08-06 16:24:58.790509,2021-08-06 08:25:16.000000,2021-8-6 8:24:58.000000004,1300,780,-11501,-1121,11581.797874250786,130,277,13,3,1.2847173644219214,103.81156818622026,39.2060732637941,890,1958,13
31,24,2021-08-06 16:24:58.870719,2021-08-06 08:25:16.100000,2021-8-6 8:24:58.100000005,1300,720,-11510,-1110,11585.793024217202,119,262,14,3,1.2847168124717172,103.81156813107532,39.204290649256556,821,1805,14
31,24,2021-08-06 16:24:58.909689,2021-08-06 08:25:16.200000,2021-8-6 8:24:58.200000006,1300,658,-11518,-1126,11591.598854342743,114,251,14,3,1.2847162857256698,103.8115681250661,39.226732312444454,921,2025,14
31,24,2021-08-06 16:24:59.124106,2021-08-06 08:25:16.300000,2021-8-6 8:24:58.300000007,1300,590,-11522,-1169,11596.169410628667,120,259,14,3,1.2847156780525881,103.81156823195124,39.26823100260877,1026,2256,14
31,24,2021-08-06 16:24:59.143277,2021-08-06 08:25:16.400000,2021-8-6 8:24:58.400000008,1300,548,-11499,-1151,11569.447091369579,137,294,14,3,1.2847152161140332,103.81156859434513,39.26017864080266,1164,2558,14
31,24,2021-08-06 16:24:59.219447,2021-08-06 08:25:16.500000,2021-8-6 8:24:58.500000009,1300,492,-11477,-1136,11543.573493507112,119,260,13,3,1.2847146850618238,103.81156894647357,39.23664800917416,1101,2424,13
31,24,2021-08-06 16:24:59.315343,2021-08-06 08:25:16.600000,2021-8-6 8:24:58.600000009,1300,433,-11464,-1151,11529.769555372735,119,261,13,3,1.284714107895559,103.81156922312819,39.25455591397278,1134,2501,13
31,24,2021-08-06 16:24:59.418094,2021-08-06 08:25:16.700000,2021-8-6 8:24:58.700000010,1300,384,-11426,-1098,11485.057074303113,116,258,13,3,1.2847137088264917,103.81156975334738,39.17129396650832,1176,2605,13
31,24,2021-08-06 16:24:59.517388,2021-08-06 08:25:16.800000,2021-8-6 8:24:58.800000010,1300,327,-11403,-1144,11464.906192376804,134,302,13,3,1.2847132648842847,103.81157011433217,39.190745134638064,1180,2625,13
31,24,2021-08-06 16:24:59.581027,2021-08-06 08:25:16.900000,2021-8-6 8:24:58.900000011,1300,301,-11373,-1139,11433.855473986017,115,259,13,3,1.2847130884943303,103.81157053976182,39.16341374568403,1092,2440,13
31,24,2021-08-06 16:24:59.875005,2021-08-06 08:25:17.000000,2021-8-6 8:24:59.000000012,1300,259,-11329,-1152,11390.365490185115,118,268,13,3,1.2847127941058443,103.81157110200525,39.14562912748088,1182,2650,13
31,24,2021-08-06 16:24:59.878995,2021-08-06 08:25:17.100000,2021-8-6 8:24:59.100000012,1300,232,-11283,-1162,11345.049889709608,114,261,13,3,1.2847125955620058,103.81157160796772,39.14150102491963,1138,2560,13
31,24,2021-08-06 16:24:59.915813,2021-08-06 08:25:17.200000,2021-8-6 8:24:59.200000013,1300,218,-11226,-1172,11289.11794605761,118,271,13,3,1.2847124656466202,103.81157212803585,39.146418614426366,1227,2770,13
31,24,2021-08-06 16:25:00.049074,2021-08-06 08:25:17.300000,2021-8-6 8:24:59.300000014,1300,216,-11170,-1202,11236.563531614103,99,220,14,3,1.2847124239279164,103.8115726941633,39.16584880407399,1021,2310,14
32,25,2021-08-06 16:25:00.117699,2021-08-06 08:25:17.400000,2021-8-6 8:24:59.400000014,1300,238,-11124,-1189,11189.894592890498,94,210,14,3,1.284712604483321,103.81157318559013,39.14385827668847,1027,2329,14
32,25,2021-08-06 16:25:00.220813,2021-08-06 08:25:17.500000,2021-8-6 8:24:59.500000015,1300,280,-11067,-1155,11130.629541944158,98,217,15,3,1.2847130042327501,103.81157361040756,39.12159255254904,1191,2705,15
32,25,2021-08-06 16:25:00.317686,2021-08-06 08:25:17.600000,2021-8-6 8:24:59.600000015,1300,304,-11011,-1135,11073.516243723128,85,188,15,3,1.284713219607064,103.8115741017292,39.10496124538533,1080,2457,15
32,25,2021-08-06 16:25:00.420725,2021-08-06 08:25:17.700000,2021-8-6 8:24:59.700000016,1300,313,-10953,-1133,11015.891566278238,95,214,15,3,1.284713338548048,103.81157454981577,39.10774735043011,1127,2570,15
32,25,2021-08-06 16:25:00.557495,2021-08-06 08:25:17.800000,2021-8-6 8:24:59.800000016,1300,321,-10910,-1124,10972.443529132424,93,209,15,3,1.2847134927343742,103.81157497110682,39.09472164482455,1187,2712,15
32,25,2021-08-06 16:25:00.622514,2021-08-06 08:25:17.900000,2021-8-6 8:24:59.900000017,1300,331,-10852,-1142,10916.942291685891,104,204,15,3,1.284713620644323,103.81157544838368,39.09968540984633,1132,2582,15
32,25,2021-08-06 16:25:00.870286,2021-08-06 08:25:18.000000,2021-8-6 8:25:0.000000018,1300,334,-10795,-1142,10860.374993525777,113,223,15,3,1.2847136784000006,103.81157603458689,39.08889722976218,1197,2727,15
32,25,2021-08-06 16:25:00.884319,2021-08-06 08:25:18.100000,2021-8-6 8:25:0.100000018,1300,333,-10738,-1159,10805.499248068087,110,217,15,3,1.284713681842271,103.81157666184713,39.09652193665996,1077,2450,15
32,25,2021-08-06 16:25:00.924173,2021-08-06 08:25:18.200000,2021-8-6 8:25:0.200000019,1300,329,-10673,-1176,10742.632172796386,107,212,15,3,1.284713652686476,103.81157730706055,39.1027577735975,983,2235,15
32,25,2021-08-06 16:25:01.051882,2021-08-06 08:25:18.300000,2021-8-6 8:25:0.300000019,1300,327,-10601,-1163,10669.615691298352,93,178,15,3,1.2847136291558436,103.81157795242682,39.08117151375121,908,2066,15
32,25,2021-08-06 16:25:01.124518,2021-08-06 08:25:18.400000,2021-8-6 8:25:0.400000020,1300,326,-10514,-1149,10581.619583031701,96,184,15,3,1.2847136427302865,103.81157875479146,39.058059680227075,899,2045,15
32,25,2021-08-06 16:25:01.189264,2021-08-06 08:25:18.500000,2021-8-6 8:25:0.500000020,1300,323,-10422,-1117,10486.66305361243,94,186,15,3,1.2847136419339553,103.81157956337127,39.01994514763736,910,2072,15
32,25,2021-08-06 16:25:01.318669,2021-08-06 08:25:18.600000,2021-8-6 8:25:0.600000021,1300,324,-10343,-1073,10403.554873215213,92,186,15,3,1.2847137277392173,103.81158032529947,38.96603900614048,936,2131,15
32,25,2021-08-06 16:25:01.398894,2021-08-06 08:25:18.700000,2021-8-6 8:25:0.700000021,1300,329,-10247,-1057,10306.62403505629,113,210,14,3,1.2847137880293935,103.81158117348893,38.93617979444595,937,2117,14
32,25,2021-08-06 16:25:01.560885,2021-08-06 08:25:18.800000,2021-8-6 8:25:0.800000021,1300,344,-10139,-1067,10200.791439883476,108,200,14,3,1.2847139157540177,103.81158210870012,38.94185089442726,930,2088,14
32,25,2021-08-06 16:25:01.589888,2021-08-06 08:25:18.900000,2021-8-6 8:25:0.900000022,1300,362,-10034,-1049,10095.177115831104,106,193,14,3,1.2847140861192834,103.81158305811152,38.93270649549351,946,2106,14
32,25,2021-08-06 16:25:01.808682,2021-08-06 08:25:19.000000,2021-8-6 8:25:1.000000023,1300,361,-9951,-1005,10008.134041868145,227,320,13,3,1.28471413039513,103.81158394112269,38.91720244317887,1181,2517,13
32,25,2021-08-06 16:25:01.812630,2021-08-06 08:25:19.100000,2021-8-6 8:25:1.100000022,1300,357,-9842,-997,9898.809120293208,237,334,13,3,1.2847140907331136,103.81158483405623,38.891107077541896,1269,2606,13
32,25,2021-08-06 16:25:01.910464,2021-08-06 08:25:19.200000,2021-8-6 8:25:1.200000023,1300,337,-9755,-1004,9812.319297699194,230,322,13,3,1.2847139329564805,103.8115855242174,38.87795035878265,1341,2667,13
32,25,2021-08-06 16:25:02.011373,2021-08-06 08:25:19.300000,2021-8-6 8:25:1.300000024,1300,322,-9634,-1009,9692.044211620168,226,314,13,3,1.2847138245405323,103.8115864907312,38.86333221536148,1407,2722,13
33,26,2021-08-06 16:25:02.111802,2021-08-06 08:25:19.400000,2021-8-6 8:25:1.400000024,1300,297,-9519,-999,9575.884867728935,216,299,13,3,1.2847136232161918,103.81158739619751,38.84493651165784,1455,2745,13
33,26,2021-08-06 16:25:02.208314,2021-08-06 08:25:19.500000,2021-8-6 8:25:1.500000024,1300,273,-9401,-1015,9459.574779026803,240,331,13,3,1.2847133955516505,103.81158834286431,38.85756793611133,1545,2849,13
33,26,2021-08-06 16:25:02.312285,2021-08-06 08:25:19.600000,2021-8-6 8:25:1.600000028,1300,262,-9295,-1004,9352.736765246844,314,432,14,3,1.2847131757942625,103.81158889163451,38.771105692214014,2142,3872,14
33,26,2021-08-06 16:25:02.416204,2021-08-06 08:25:19.700000,2021-8-6 8:25:1.700000027,1300,262,-9190,-999,9247.850831409425,315,432,14,3,1.284713040928536,103.81158940070121,38.701493756512285,1958,3478,14
33,26,2021-08-06 16:25:02.553959,2021-08-06 08:25:19.800000,2021-8-6 8:25:1.800000028,1300,264,-9056,-1023,9117.420742732014,294,403,14,3,1.2847129303174474,103.8115901894298,38.66408042082632,2069,3615,14
33,26,2021-08-06 16:25:02.594774,2021-08-06 08:25:19.900000,2021-8-6 8:25:1.900000029,1300,268,-8931,-1032,8994.420993037851,255,349,15,3,1.284712892053914,103.81159108787426,38.64934023160131,1972,3419,15
33,26,2021-08-06 16:25:02.849425,2021-08-06 08:25:20.000000,2021-8-6 8:25:2.000000028,1300,270,-8829,-990,8888.43298900318,254,345,15,3,1.2847128529919658,103.81159184551821,38.58835258767819,1981,3413,15
33,26,2021-08-06 16:25:02.853232,2021-08-06 08:25:20.100000,2021-8-6 8:25:2.100000029,1300,257,-8715,-997,8775.6072724342,203,291,15,3,1.2847127005993997,103.81159273951964,38.58745069795777,1793,3096,15
33,26,2021-08-06 16:25:02.890824,2021-08-06 08:25:20.200000,2021-8-6 8:25:2.200000030,1300,247,-8595,-1006,8657.197583513964,192,283,15,3,1.2847125885398136,103.81159374033032,38.59585483723592,1637,2833,15
33,26,2021-08-06 16:25:03.043946,2021-08-06 08:25:20.300000,2021-8-6 8:25:2.300000031,1300,241,-8482,-1001,8544.261583074338,192,289,15,3,1.2847125104669255,103.81159477734624,38.60618806613805,1597,2769,15
33,26,2021-08-06 16:25:03.093234,2021-08-06 08:25:20.400000,2021-8-6 8:25:2.400000032,1300,226,-8367,-1013,8431.128868662843,183,280,15,3,1.284712244426129,103.81159585266484,38.642412767664794,1623,2813,15
33,26,2021-08-06 16:25:03.216278,2021-08-06 08:25:20.500000,2021-8-6 8:25:2.500000031,1300,213,-8249,-1003,8312.483323291543,174,269,15,3,1.2847120186631893,103.8115969824252,38.66258435112334,1617,2802,15
33,26,2021-08-06 16:25:03.315470,2021-08-06 08:25:20.600000,2021-8-6 8:25:2.600000031,1300,222,-8122,-996,8185.852673973555,166,259,15,3,1.284711948201025,103.81159824637605,38.692282736887336,1644,2848,15
33,26,2021-08-06 16:25:03.421540,2021-08-06 08:25:20.700000,2021-8-6 8:25:2.700000032,1300,231,-8000,-1003,8065.938879014643,179,280,15,3,1.2847118954805001,103.81159946197751,38.72699206564495,1631,2823,15
33,26,2021-08-06 16:25:03.545493,2021-08-06 08:25:20.800000,2021-8-6 8:25:2.800000033,1300,240,-7883,-1030,7953.627411439386,179,283,15,3,1.2847118198255132,103.81160048189786,38.76649286527357,1552,2707,15
33,26,2021-08-06 16:25:03.592876,2021-08-06 08:25:20.900000,2021-8-6 8:25:2.900000032,1300,251,-7779,-1024,7850.122164654509,174,276,15,3,1.2847117675023,103.81160143553745,38.785604715629965,1495,2627,15
33,26,2021-08-06 16:25:03.867111,2021-08-06 08:25:21.000000,2021-8-6 8:25:3.000000033,1300,251,-7671,-1004,7740.494687033898,155,258,15,3,1.284711635272218,103.81160246932636,38.78895568331927,1469,2606,15
33,26,2021-08-06 16:25:03.877938,2021-08-06 08:25:21.100000,2021-8-6 8:25:3.100000034,1300,242,-7556,-1014,7627.57471284287,141,238,15,3,1.2847115779014031,103.81160352073715,38.795953015215176,1303,2337,15
33,26,2021-08-06 16:25:03.914060,2021-08-06 08:25:21.200000,2021-8-6 8:25:3.200000035,1300,231,-7452,-1029,7526.254446934411,141,242,15,3,1.2847114639705324,103.81160442231216,38.795372795804745,1202,2178,15
33,26,2021-08-06 16:25:04.080070,2021-08-06 08:25:21.300000,2021-8-6 8:25:3.300000036,1300,219,-7351,-1024,7425.209626670482,154,243,15,3,1.2847113562232968,103.81160539545542,38.79596661149303,1184,2166,15
34,27,2021-08-06 16:25:04.118941,2021-08-06 08:25:21.400000,2021-8-6 8:25:3.400000035,1300,195,-7242,-1036,7318.325286566593,154,246,15,3,1.2847111369738105,103.81160638224377,38.809384006003036,1161,2144,15
34,27,2021-08-06 16:25:04.215953,2021-08-06 08:25:21.500000,2021-8-6 8:25:3.500000036,1300,185,-7125,-1024,7200.5851151139095,161,260,15,3,1.2847110307776202,103.81160746609943,38.8007934406732,1187,2210,15
34,27,2021-08-06 16:25:04.315564,2021-08-06 08:25:21.600000,2021-8-6 8:25:3.600000037,1300,179,-7002,-1025,7078.8890371300495,140,229,15,3,1.284710990522363,103.81160862136763,38.820933799679715,1213,2277,15
34,27,2021-08-06 16:25:04.395458,2021-08-06 08:25:21.700000,2021-8-6 8:25:3.700000038,1300,173,-6882,-1042,6962.58694739247,128,212,15,3,1.2847109618456463,103.81160974310903,38.850150244639146,1178,2229,15
34,27,2021-08-06 16:25:04.555580,2021-08-06 08:25:21.800000,2021-8-6 8:25:3.800000038,1300,182,-6773,-1069,6859.2575399965845,130,217,15,3,1.2847110486907174,103.81161078032667,38.88838779134233,1161,2212,15
34,27,2021-08-06 16:25:04.614446,2021-08-06 08:25:21.900000,2021-8-6 8:25:3.900000037,1300,189,-6665,-1081,6754.7395952767865,140,236,15,3,1.2847110834525832,103.81161170966867,38.901928827042134,1191,2285,15
34,27,2021-08-06 16:25:04.880359,2021-08-06 08:25:22.000000,2021-8-6 8:25:4.000000038,1300,196,-6546,-1054,6633.207972014748,122,208,15,3,1.2847111386250751,103.8116128147565,38.890995229928954,1178,2273,15
34,27,2021-08-06 16:25:04.893315,2021-08-06 08:25:22.100000,2021-8-6 8:25:4.100000039,1300,187,-6436,-1051,6523.930257137947,190,256,14,3,1.284711082661092,103.81161394163107,38.91858686833118,1218,2340,15
34,27,2021-08-06 16:25:04.918565,2021-08-06 08:25:22.200000,2021-8-6 8:25:4.200000041,1300,173,-6321,-1072,6413.591349626198,157,225,14,3,1.2847109526349896,103.81161496418775,38.956464626578025,1188,2281,15
34,27,2021-08-06 16:25:05.045310,2021-08-06 08:25:22.300000,2021-8-6 8:25:4.300000042,1300,148,-6223,-1069,6315.88426113082,136,198,15,3,1.2847105709082443,103.81161595310704,39.01359330260298,1370,2625,15
34,27,2021-08-06 16:25:05.122916,2021-08-06 08:25:22.400000,2021-8-6 8:25:4.400000040,1300,126,-6128,-1054,6219.258476699613,121,182,15,3,1.2847101904306555,103.81161684961369,39.054783807667235,1362,2604,15
34,27,2021-08-06 16:25:05.221331,2021-08-06 08:25:22.500000,2021-8-6 8:25:4.500000041,1300,111,-6004,-1046,6095.445266754513,110,169,15,3,1.284709895631546,103.81161790874314,39.08550764334698,1296,2471,15
34,27,2021-08-06 16:25:05.324019,2021-08-06 08:25:22.600000,2021-8-6 8:25:4.600000042,1300,99,-5884,-1053,5978.299591020845,102,159,15,3,1.2847096373233062,103.81161900529447,39.13959898655502,1299,2471,15
34,27,2021-08-06 16:25:05.423077,2021-08-06 08:25:22.700000,2021-8-6 8:25:4.700000043,1300,98,-5768,-1075,5868.138802039365,101,160,15,3,1.2847095123798817,103.81162003216171,39.19831841052181,1242,2357,15
34,27,2021-08-06 16:25:05.551936,2021-08-06 08:25:22.800000,2021-8-6 8:25:4.800000044,1300,119,-5662,-1062,5761.965723605096,98,157,15,3,1.2847095548608731,103.81162088719717,39.21676594629741,1191,2268,15
34,27,2021-08-06 16:25:05.629780,2021-08-06 08:25:22.900000,2021-8-6 8:25:4.900000042,1300,133,-5556,-1068,5659.279901188843,100,163,15,3,1.2847095589325426,103.81162174562509,39.24805040327334,1214,2319,15
34,27,2021-08-06 16:25:05.891113,2021-08-06 08:25:23.000000,2021-8-6 8:25:5.000000043,1300,144,-5437,-1055,5540.282483772827,106,173,15,3,1.2847095648427584,103.81162278641118,39.25432116459173,1183,2254,15
34,27,2021-08-06 16:25:05.904063,2021-08-06 08:25:23.100000,2021-8-6 8:25:5.100000044,1300,137,-5322,-1060,5428.2642713854675,99,164,15,3,1.2847093856435547,103.81162376123798,39.28059321345902,1206,2292,15
34,27,2021-08-06 16:25:05.917620,2021-08-06 08:25:23.200000,2021-8-6 8:25:5.200000045,1300,129,-5223,-1056,5330.244459684753,102,170,15,3,1.2847092071112756,103.81162461888759,39.29611429124392,1196,2268,15
34,27,2021-08-06 16:25:06.051615,2021-08-06 08:25:23.300000,2021-8-6 8:25:5.300000046,1300,126,-5114,-1060,5224.219750355071,105,166,15,3,1.2847090541173805,103.81162556941501,39.32129571735303,1269,2401,15
35,28,2021-08-06 16:25:06.120401,2021-08-06 08:25:23.400000,2021-8-6 8:25:5.400000045,1300,100,-5026,-1070,5139.60854540499,96,154,15,3,1.2847087338724914,103.81162633833931,39.34819394946676,1138,2147,15
35,28,2021-08-06 16:25:06.218350,2021-08-06 08:25:23.500000,2021-8-6 8:25:5.500000046,1300,82,-4921,-1059,5034.326767304641,108,175,15,3,1.2847084814166019,103.81162722331332,39.346292309685964,1210,2278,15
35,28,2021-08-06 16:25:06.323278,2021-08-06 08:25:23.600000,2021-8-6 8:25:5.600000047,1300,74,-4805,-1047,4918.303569321438,102,166,15,3,1.284708344974876,103.81162823913391,39.34368376197461,1260,2369,15
35,28,2021-08-06 16:25:06.423205,2021-08-06 08:25:23.700000,2021-8-6 8:25:5.700000048,1300,71,-4683,-1063,4802.65541133236,98,160,15,3,1.284708217459922,103.81162929883259,39.37538675468381,1217,2283,15
35,28,2021-08-06 16:25:06.560150,2021-08-06 08:25:23.800000,2021-8-6 8:25:5.800000049,1300,82,-4576,-1086,4703.817173317858,100,166,15,3,1.2847082784096928,103.81163029964752,39.4279039675305,1287,2409,15
35,28,2021-08-06 16:25:06.619191,2021-08-06 08:25:23.900000,2021-8-6 8:25:5.900000048,1300,104,-4482,-1090,4613.809705655403,102,170,15,3,1.2847084038170207,103.81163121962192,39.459108528090724,1287,2405,15
