Image_Number,Master_Run_Number,PC_Time,GPS_Time,UTC_Time,Pressure(hPa),North(mm),East(mm),Down(mm),Distance(mm),H_RTK_Accuracy(mm),V_RTK_Accuracy(mm),N_SATS_RTK,Flags,Latitude(deg),Longitude(deg),Height(m),H_Accuracy(mm),V_Accuracy(mm),N_Sats
35,28,2021-08-06 16:25:06.866406,2021-08-06 08:25:24.000000,2021-8-6 8:25:6.000000048,1300,114,-4370,-1087,4504.604866134209,108,181,15,3,1.284708433131424,103.81163230191521,39.48713101754212,1301,2427,15
35,28,2021-08-06 16:25:06.871392,2021-08-06 08:25:24.100000,2021-8-6 8:25:6.100000049,1300,113,-4272,-1080,4407.851290594999,102,172,15,3,1.2847083259792866,103.8116332872041,39.523930838924855,1314,2445,15
35,28,2021-08-06 16:25:06.920833,2021-08-06 08:25:24.200000,2021-8-6 8:25:6.200000050,1300,109,-4180,-1085,4319.89652653857,103,175,15,3,1.2847081525931145,103.81163417847209,39.573466141464685,1253,2342,15
35,28,2021-08-06 16:25:07.059417,2021-08-06 08:25:24.300000,2021-8-6 8:25:6.300000049,1300,100,-4103,-1107,4250.889083474185,92,143,15,4,1.2847079742162708,103.81163510554849,39.622418640761246,1255,2353,15
35,28,2021-08-06 16:25:07.104567,2021-08-06 08:25:24.400000,2021-8-6 8:25:6.400000050,1300,74,-4009,-1126,4164.7848683935645,103,162,15,4,1.284707618556724,103.81163594634498,39.670062905880634,1189,2241,15
35,28,2021-08-06 16:25:07.227653,2021-08-06 08:25:24.500000,2021-8-6 8:25:6.500000051,1300,56,-3915,-1096,4065.904204478999,91,150,15,4,1.2847073669828821,103.81163686927619,39.667803494142746,1136,2151,15
35,28,2021-08-06 16:25:07.305739,2021-08-06 08:25:24.600000,2021-8-6 8:25:6.600000052,1300,38,-3808,-1086,3960.01313129136,89,149,15,4,1.2847071051012855,103.81163785817004,39.68536966745925,1131,2152,15
35,28,2021-08-06 16:25:07.434532,2021-08-06 08:25:24.700000,2021-8-6 8:25:6.700000050,1300,33,-3703,-1077,3856.582295245364,85,144,15,4,1.284706942556956,103.81163885123173,39.70583538572882,1097,2095,15
35,28,2021-08-06 16:25:07.548562,2021-08-06 08:25:24.800000,2021-8-6 8:25:6.800000050,1300,28,-3593,-1094,3755.9644567008354,91,160,15,4,1.2847067973423323,103.8116399299142,39.753310283662145,1176,2257,15
35,28,2021-08-06 16:25:07.593601,2021-08-06 08:25:24.900000,2021-8-6 8:25:6.900000051,1300,27,-3485,-1123,3661.5683798066643,98,165,15,4,1.2847067127986003,103.8116410280299,39.82024383541327,1245,2383,15
35,28,2021-08-06 16:25:07.891338,2021-08-06 08:25:25.000000,2021-8-6 8:25:7.000000052,1300,31,-3399,-1097,3571.7742089891403,117,186,14,4,1.2847066475574018,103.8116417859901,39.82657574352765,1272,2409,14
35,28,2021-08-06 16:25:07.895358,2021-08-06 08:25:25.100000,2021-8-6 8:25:7.100000051,1300,30,-3293,-1075,3464.1555969673186,122,195,14,4,1.2847065479239976,103.81164272589403,39.8307327788389,1254,2349,14
35,28,2021-08-06 16:25:07.914208,2021-08-06 08:25:25.200000,2021-8-6 8:25:7.200000052,1300,19,-3192,-1062,3364.0851653904365,120,200,14,4,1.284706395582871,103.81164361453581,39.84224051126665,1308,2429,14
35,28,2021-08-06 16:25:08.042142,2021-08-06 08:25:25.300000,2021-8-6 8:25:7.300000053,1300,7,-3089,-1084,3273.686912335998,107,175,13,4,1.284706261057541,103.8116445230935,39.876544128020385,1209,2228,14
35,28,2021-08-06 16:25:08.090752,2021-08-06 08:25:25.400000,2021-8-6 8:25:7.400000055,1300,-16,-3021,-1077,3207.277038236641,111,183,13,4,1.2847060446434475,103.8116451381348,39.88761348584733,1332,2435,14
36,29,2021-08-06 16:25:08.217149,2021-08-06 08:25:25.500000,2021-8-6 8:25:7.500000056,1300,-36,-2917,-1086,3112.809181430818,109,181,14,4,1.2847058790908628,103.81164617734099,39.92114948941706,1300,2373,15
36,29,2021-08-06 16:25:08.319094,2021-08-06 08:25:25.600000,2021-8-6 8:25:7.600000054,1300,-51,-2811,-1073,3009.26087270612,111,187,14,4,1.2847057131132305,103.81164725019377,39.94313464118137,1375,2505,15
36,29,2021-08-06 16:25:08.421822,2021-08-06 08:25:25.700000,2021-8-6 8:25:7.700000055,1300,-58,-2707,-1069,2911.009103386659,109,184,14,4,1.2847056694543864,103.81164827730221,39.95568097593821,1357,2469,15
36,29,2021-08-06 16:25:08.571783,2021-08-06 08:25:25.800000,2021-8-6 8:25:7.800000056,1300,-49,-2597,-1062,2806.181391143488,122,208,14,4,1.2847057462653981,103.81164935140804,39.96719881306095,1263,2295,15
36,29,2021-08-06 16:25:08.622903,2021-08-06 08:25:25.900000,2021-8-6 8:25:7.900000058,1300,-31,-2485,-1080,2709.7206498087585,121,207,15,4,1.284705939200122,103.81165042354532,40.002544987948575,1221,2227,15
36,29,2021-08-06 16:25:08.841663,2021-08-06 08:25:26.000000,2021-8-6 8:25:8.000000057,1300,-22,-2399,-1087,2633.86673922581,167,281,14,4,1.284705981545347,103.81165105155087,39.99004461593866,1454,2660,14
36,29,2021-08-06 16:25:08.849641,2021-08-06 08:25:26.100000,2021-8-6 8:25:8.100000058,1300,-28,-2305,-1071,2541.820213941183,122,218,14,4,1.2847059483452847,103.81165177188882,39.96281384870307,1409,2589,14
36,29,2021-08-06 16:25:08.911138,2021-08-06 08:25:26.200000,2021-8-6 8:25:8.200000059,1300,-36,-2207,-1067,2451.6594380133633,134,230,13,4,1.284705844840856,103.81165244961144,39.9345508583409,1403,2571,13
36,29,2021-08-06 16:25:09.036494,2021-08-06 08:25:26.300000,2021-8-6 8:25:8.300000060,1300,-50,-2120,-1075,2377.503943214396,123,201,13,4,1.2847056985311718,103.81165307341762,39.93734642368373,1357,2479,13
36,29,2021-08-06 16:25:09.082993,2021-08-06 08:25:26.400000,2021-8-6 8:25:8.400000062,1300,-65,-2041,-1070,2305.386301685685,133,219,13,4,1.2847055049316167,103.81165365486625,39.93685662879296,1358,2473,13
36,29,2021-08-06 16:25:09.206775,2021-08-06 08:25:26.500000,2021-8-6 8:25:8.500000060,1300,-89,-1976,-1068,2247.9148115531425,143,238,13,4,1.2847052408343587,103.81165409833282,39.92934839991552,1234,2240,13
36,29,2021-08-06 16:25:09.307373,2021-08-06 08:25:26.600000,2021-8-6 8:25:8.600000062,1300,-107,-1895,-1044,2166.1971286104135,150,251,13,4,1.2847050347627404,103.81165469236731,39.894550206402286,1290,2336,13
36,29,2021-08-06 16:25:09.403956,2021-08-06 08:25:26.700000,2021-8-6 8:25:8.700000063,1300,-118,-1796,-1063,2090.3370541613617,144,242,13,4,1.2847048950817639,103.81165544512885,39.9038176287448,1265,2285,13
36,29,2021-08-06 16:25:09.541198,2021-08-06 08:25:26.800000,2021-8-6 8:25:8.800000064,1300,-135,-1714,-1055,2017.1876462044872,136,231,13,4,1.2847049839020097,103.81165605603572,39.82656214945746,1957,3540,15
36,29,2021-08-06 16:25:09.586517,2021-08-06 08:25:26.900000,2021-8-6 8:25:8.900000062,1300,-139,-1651,-1050,1961.5356229240397,128,219,13,4,1.2847051827884202,103.81165654540372,39.7612883940947,1844,3341,15
36,29,2021-08-06 16:25:09.881880,2021-08-06 08:25:27.000000,2021-8-6 8:25:9.000000064,1300,-136,-1563,-1082,1905.8302652649843,139,239,13,4,1.2847054237659254,103.81165719842383,39.72626812374221,1829,3313,15
36,29,2021-08-06 16:25:09.895802,2021-08-06 08:25:27.100000,2021-8-6 8:25:9.100000065,1300,-150,-1503,-1067,1849.3236601525434,115,199,13,4,1.2847055259912108,103.81165773585629,39.67077616452003,1653,3001,15
36,29,2021-08-06 16:25:09.922040,2021-08-06 08:25:27.200000,2021-8-6 8:25:9.200000067,1300,-169,-1441,-1058,1795.663108714995,110,182,15,4,1.2847055553170283,103.81165816547337,39.61657136641655,1585,2900,15
36,29,2021-08-06 16:25:10.045576,2021-08-06 08:25:27.300000,2021-8-6 8:25:9.300000065,1300,-172,-1369,-1072,1747.2632886889141,108,183,15,4,1.2847056980253455,103.81165872457665,39.584694821372864,1527,2815,15
36,29,2021-08-06 16:25:10.126707,2021-08-06 08:25:27.400000,2021-8-6 8:25:9.400000066,1300,-183,-1311,-1076,1705.8681074455903,108,190,15,4,1.2847057746797388,103.81165922578653,39.553226869069356,1513,2812,15
37,30,2021-08-06 16:25:10.215689,2021-08-06 08:25:27.500000,2021-8-6 8:25:9.500000067,1300,-193,-1269,-1063,1666.6070322664548,102,185,15,4,1.2847058378199825,103.81165960944739,39.507813698527904,1520,2848,15
37,30,2021-08-06 16:25:10.317101,2021-08-06 08:25:27.600000,2021-8-6 8:25:9.600000069,1300,-186,-1202,-1087,1631.2476819906901,105,186,15,4,1.2847060752212087,103.81166021470693,39.50021341495315,1449,2717,15
37,30,2021-08-06 16:25:10.397213,2021-08-06 08:25:27.700000,2021-8-6 8:25:9.700000070,1300,-160,-1143,-1079,1579.9651894899457,110,197,15,4,1.284706486186555,103.81166080661602,39.47387924238212,1396,2619,15
37,30,2021-08-06 16:25:10.558127,2021-08-06 08:25:27.800000,2021-8-6 8:25:9.800000068,1300,-110,-1096,-1069,1534.9517907738991,118,199,15,4,1.2847071091181528,103.81166118894657,39.43277242748639,1385,2580,15
37,30,2021-08-06 16:25:10.611417,2021-08-06 08:25:27.900000,2021-8-6 8:25:9.900000069,1300,-51,-1035,-1116,1522.9189078870877,122,208,15,4,1.2847077972070973,103.81166168318055,39.452530315595105,1427,2639,15
37,30,2021-08-06 16:25:10.863726,2021-08-06 08:25:28.000000,2021-8-6 8:25:10.000000070,1300,23,-1041,-1076,1497.326283747133,122,208,15,4,1.2847085710591468,103.81166161713315,39.405284609716034,1485,2728,15
37,30,2021-08-06 16:25:10.870173,2021-08-06 08:25:28.100000,2021-8-6 8:25:10.100000072,1300,100,-1048,-1075,1504.6358363404747,214,293,14,4,1.2847093499919853,103.81166139361528,39.35932918126388,1524,2743,14
37,30,2021-08-06 16:25:10.945161,2021-08-06 08:25:28.200000,2021-8-6 8:25:10.200000070,1300,182,-1034,-1106,1524.9642618763235,294,402,14,4,1.2847101369819502,103.81166129797406,39.332103622788836,1687,2981,14
37,30,2021-08-06 16:25:11.035056,2021-08-06 08:25:28.300000,2021-8-6 8:25:10.300000072,1300,250,-1037,-1110,1539.470363469203,282,387,14,4,1.2847108568499783,103.81166115201381,39.29988052069399,1531,2658,14
37,30,2021-08-06 16:25:11.119051,2021-08-06 08:25:28.400000,2021-8-6 8:25:10.400000073,1300,307,-1084,-1056,1544.1635276096895,228,317,13,4,1.2847114525357215,103.81166074888539,39.26031707260917,1686,2886,13
37,30,2021-08-06 16:25:11.182852,2021-08-06 08:25:28.500000,2021-8-6 8:25:10.500000075,1300,362,-1096,-1085,1584.1354108787543,179,250,13,4,1.2847120167198984,103.81166057224311,39.2546335947933,1853,3130,13
37,30,2021-08-06 16:25:11.288678,2021-08-06 08:25:28.600000,2021-8-6 8:25:10.600000076,1300,406,-1117,-1095,1616.0290838966978,200,279,13,4,1.284712453662472,103.81166032204172,39.2461827179701,1800,3003,13
37,30,2021-08-06 16:25:11.410866,2021-08-06 08:25:28.700000,2021-8-6 8:25:10.700000075,1300,445,-1123,-1099,1633.0814431619754,203,283,13,4,1.2847128129904493,103.81166019200431,39.24740998981597,1809,2982,13
37,30,2021-08-06 16:25:11.538825,2021-08-06 08:25:28.800000,2021-8-6 8:25:10.800000076,1300,480,-1132,-1094,1645.8007169763903,241,337,12,4,1.284713138718226,103.81166004746399,39.24213477106196,1868,3048,12
37,30,2021-08-06 16:25:11.609457,2021-08-06 08:25:28.900000,2021-8-6 8:25:10.900000078,1300,510,-1150,-1091,1665.1969853443766,243,340,12,4,1.2847133909816526,103.81165984982977,39.24192462170773,1821,2943,12
37,30,2021-08-06 16:25:11.788408,2021-08-06 08:25:29.000000,2021-8-6 8:25:11.000000078,1300,537,-1167,-1099,1690.5794864483598,260,363,12,4,1.2847135912025842,103.81165970355009,39.25523492568318,1821,2918,12
37,30,2021-08-06 16:25:11.854553,2021-08-06 08:25:29.100000,2021-8-6 8:25:11.100000079,1300,572,-1183,-1104,1716.2426984549709,266,372,13,4,1.284713920505031,103.81165981140917,39.30178996281815,1957,3137,13
37,30,2021-08-06 16:25:11.918504,2021-08-06 08:25:29.200000,2021-8-6 8:25:11.200000079,1300,594,-1210,-1084,1729.7375523471762,260,350,12,4,1.2847141843975671,103.81165986963698,39.32716716616817,1762,2827,13
37,30,2021-08-06 16:25:12.031479,2021-08-06 08:25:29.300000,2021-8-6 8:25:11.300000080,1300,617,-1211,-1070,1729.7716612316206,247,333,12,4,1.2847144293106934,103.81166011739366,39.35044669580235,1639,2643,13
37,30,2021-08-06 16:25:12.116148,2021-08-06 08:25:29.400000,2021-8-6 8:25:11.400000082,1300,659,-1195,-1107,1757.200899157521,268,361,12,4,1.284714814143022,103.81166035873561,39.38281275024122,1931,3128,13
38,31,2021-08-06 16:25:12.213603,2021-08-06 08:25:29.500000,2021-8-6 8:25:11.500000081,1300,711,-1195,-1100,1773.0047941277542,210,284,12,4,1.284715296494747,103.81166046911471,39.381399574200586,1864,3034,13
38,31,2021-08-06 16:25:12.325875,2021-08-06 08:25:29.600000,2021-8-6 8:25:11.600000082,1300,763,-1200,-1072,1780.8293011964959,202,272,12,4,1.2847157562386893,103.81166055614246,39.37559642523494,1890,3090,13
38,31,2021-08-06 16:25:12.414475,2021-08-06 08:25:29.700000,2021-8-6 8:25:11.700000083,1300,819,-1198,-1091,1815.55666394635,210,284,13,4,1.2847163131125805,103.81166073003129,39.40695623906274,1747,2863,14
38,31,2021-08-06 16:25:12.577894,2021-08-06 08:25:29.800000,2021-8-6 8:25:11.800000083,1300,873,-1195,-1104,1846.33962206307,235,317,13,4,1.2847168463239886,103.8116609042558,39.411741695245404,1640,2699,14
38,31,2021-08-06 16:25:12.586874,2021-08-06 08:25:29.900000,2021-8-6 8:25:11.900000083,1300,935,-1189,-1102,1871.456651915828,277,370,13,4,1.2847174412241535,103.81166110454136,39.412905551331335,1672,2760,14
38,31,2021-08-06 16:25:12.800820,2021-08-06 08:25:30.000000,2021-8-6 8:25:12.000000084,1300,973,-1206,-1077,1887.0861135623886,276,368,13,4,1.2847178647216841,103.81166113051383,39.391242024573245,1537,2545,14
38,31,2021-08-06 16:25:12.859923,2021-08-06 08:25:30.100000,2021-8-6 8:25:12.100000084,1300,1001,-1225,-1096,1924.5368273951008,258,342,13,4,1.2847181831648438,103.81166112993422,39.42317505186324,1622,2694,14
38,31,2021-08-06 16:25:12.891628,2021-08-06 08:25:30.200000,2021-8-6 8:25:12.200000085,1300,1043,-1217,-1136,1964.5442219507302,216,291,13,4,1.284718534827226,103.8116610309801,39.43119802568262,1499,2496,14
38,31,2021-08-06 16:25:13.057712,2021-08-06 08:25:30.300000,2021-8-6 8:25:12.300000085,1300,1083,-1239,-1137,2000.1947405190326,183,255,13,4,1.2847189348128765,103.81166084634047,39.432682884882276,1543,2575,14
38,31,2021-08-06 16:25:13.086584,2021-08-06 08:25:30.400000,2021-8-6 8:25:12.400000084,1300,1109,-1293,-1109,2032.6364652834504,200,287,13,4,1.2847191799784512,103.81166042792968,39.4431550106003,1552,2599,13
38,31,2021-08-06 16:25:13.218515,2021-08-06 08:25:30.500000,2021-8-6 8:25:12.500000086,1300,1111,-1342,-1132,2077.6691266898106,332,462,13,4,1.2847192833743522,103.81166017910375,39.506893620444906,1704,2847,13
38,31,2021-08-06 16:25:13.331922,2021-08-06 08:25:30.600000,2021-8-6 8:25:12.600000086,1300,1078,-1403,-1132,2100.45637898053,250,347,12,4,1.2847189701191364,103.81165955188078,39.52042695508928,1763,2915,12
38,31,2021-08-06 16:25:13.420653,2021-08-06 08:25:30.700000,2021-8-6 8:25:12.700000086,1300,1047,-1455,-1099,2102.625739402997,278,387,12,4,1.2847186756720133,103.81165895658145,39.50632211003514,2207,3612,12
38,31,2021-08-06 16:25:13.560352,2021-08-06 08:25:30.800000,2021-8-6 8:25:12.800000085,1300,1011,-1508,-1084,2114.5309172485513,242,339,13,4,1.2847183585873228,103.81165848071811,39.5122477153987,2138,3500,14
38,31,2021-08-06 16:25:13.617319,2021-08-06 08:25:30.900000,2021-8-6 8:25:12.900000085,1300,953,-1581,-1007,2102.812164697551,286,388,12,4,1.2847178006032243,103.81165765188572,39.496780894567095,2755,4457,12
38,31,2021-08-06 16:25:13.946788,2021-08-06 08:25:31.000000,2021-8-6 8:25:13.000000086,1300,918,-1554,-997,2061.9527152677388,243,346,11,4,1.2847174303332571,103.81165785354658,39.48181766905129,1334,2157,12
38,31,2021-08-06 16:25:13.954249,2021-08-06 08:25:31.100000,2021-8-6 8:25:13.100000083,1300,865,-1572,-881,1998.8921931910186,338,481,11,4,1.2847169297716445,103.81165773445473,39.41128474698094,1664,2692,12
38,31,2021-08-06 16:25:13.964223,2021-08-06 08:25:31.200000,2021-8-6 8:25:13.200000085,1300,824,-1565,-744,1918.785292835027,188,282,11,4,1.284716635533147,103.81165792847209,39.3187561467641,1300,2122,12
38,31,2021-08-06 16:25:14.115930,2021-08-06 08:25:31.300000,2021-8-6 8:25:13.300000086,1300,786,-1525,-673,1842.918880471954,172,258,12,4,1.2847162559404526,103.81165819694277,39.24574490614928,1665,2759,13
39,32,2021-08-06 16:25:14.140858,2021-08-06 08:25:31.400000,2021-8-6 8:25:13.400000087,1300,757,-1511,-585,1788.4057145961035,234,285,10,3,1.2847160264360464,103.81165828566382,39.21075714475709,1711,2768,10
39,32,2021-08-06 16:25:14.261852,2021-08-06 08:25:31.500000,2021-8-6 8:25:13.500000088,1300,739,-1528,-522,1775.7784208622427,318,385,10,3,1.2847158869904685,103.81165812306394,39.14466427671235,2039,3228,11
39,32,2021-08-06 16:25:14.344855,2021-08-06 08:25:31.600000,2021-8-6 8:25:13.600000090,1300,730,-1532,-499,1768.8767622420733,323,391,11,3,1.2847158107506635,103.81165810243303,39.11727072039979,1636,2577,12
39,32,2021-08-06 16:25:14.593498,2021-08-06 08:25:31.700000,2021-8-6 8:25:13.700000091,1300,725,-1549,-474,1774.7399809549568,318,384,11,3,1.284715721811638,103.81165789665171,39.089242244516676,2683,4206,12
39,32,2021-08-06 16:25:14.626332,2021-08-06 08:25:31.800000,2021-8-6 8:25:13.800000092,1300,722,-1558,-482,1783.5279644569637,218,285,13,3,1.2847156708186769,103.81165749502604,39.119692610374585,2996,4760,14
39,32,2021-08-06 16:25:14.653552,2021-08-06 08:25:31.900000,2021-8-6 8:25:13.900000093,1300,731,-1558,-498,1791.5716563955793,182,250,13,3,1.2847159207613283,103.8116571153417,39.09813837518389,3296,5293,14
39,32,2021-08-06 16:25:14.956325,2021-08-06 08:25:32.000000,2021-8-6 8:25:14.000000095,1300,747,-1563,-502,1803.6025060971722,179,257,14,3,1.2847161865556052,103.81165669820865,39.06177248021566,2850,4646,15
39,32,2021-08-06 16:25:14.963276,2021-08-06 08:25:32.100000,2021-8-6 8:25:14.100000096,1300,759,-1563,-504,1809.1616843168,169,247,14,3,1.284716390709333,103.81165641063305,39.03304568761192,2496,4123,15
39,32,2021-08-06 16:25:14.969258,2021-08-06 08:25:32.200000,2021-8-6 8:25:14.200000097,1300,750,-1562,-505,1804.8182734003997,164,231,14,3,1.2847164347617783,103.8116561829927,38.99288858445286,2248,3761,15
39,32,2021-08-06 16:25:15.057718,2021-08-06 08:25:32.300000,2021-8-6 8:25:14.300000098,1300,738,-1576,-502,1811.194081262414,140,201,15,3,1.2847164065630168,103.81165581737785,38.96206949316891,1926,3270,15
39,32,2021-08-06 16:25:15.130197,2021-08-06 08:25:32.400000,2021-8-6 8:25:14.400000098,1300,735,-1586,-485,1814.0689071807608,145,213,15,3,1.28471642391839,103.81165557726712,38.929865482486164,1968,3386,15
39,32,2021-08-06 16:25:15.229266,2021-08-06 08:25:32.500000,2021-8-6 8:25:14.500000099,1300,736,-1588,-477,1814.1028085530324,136,206,15,3,1.2847164812271519,103.81165540500834,38.904062289192346,1650,2877,15
39,32,2021-08-06 16:25:15.354966,2021-08-06 08:25:32.600000,2021-8-6 8:25:14.600000100,1300,736,-1596,-454,1815.221198642193,142,226,14,3,1.28471649856565,103.81165523745192,38.87439805565651,1614,2853,14
39,32,2021-08-06 16:25:15.443672,2021-08-06 08:25:32.700000,2021-8-6 8:25:14.700000101,1300,729,-1601,-443,1814.0813101953286,162,262,15,3,1.2847168376202023,103.81165574361938,39.08191650290054,4086,7300,15
39,32,2021-08-06 16:25:15.538865,2021-08-06 08:25:32.800000,2021-8-6 8:25:14.800000101,1300,723,-1611,-439,1819.5524174917302,168,276,15,3,1.2847170793028833,103.81165610524418,39.27090468716567,3777,6819,15
39,32,2021-08-06 16:25:15.586609,2021-08-06 08:25:32.900000,2021-8-6 8:25:14.900000101,1300,727,-1609,-430,1817.225907805631,166,278,14,3,1.2847173149913385,103.8116564481739,39.409702207558475,3478,6344,14
39,32,2021-08-06 16:25:15.879697,2021-08-06 08:25:33.000000,2021-8-6 8:25:15.000000102,1300,723,-1612,-425,1817.1125446708027,170,288,14,3,1.2847174347313346,103.81165659721283,39.539408629753886,3421,6283,14
39,32,2021-08-06 16:25:15.884709,2021-08-06 08:25:33.100000,2021-8-6 8:25:15.100000102,1300,723,-1611,-413,1813.4549897915856,180,309,14,3,1.2847175410126033,103.81165670391827,39.65123659353066,3230,5973,14
39,32,2021-08-06 16:25:15.936542,2021-08-06 08:25:33.200000,2021-8-6 8:25:15.200000103,1300,726,-1612,-412,1815.313746987005,201,330,15,3,1.2847176365969346,103.81165673719757,39.75623731722175,3010,5599,15
39,32,2021-08-06 16:25:16.057505,2021-08-06 08:25:33.300000,2021-8-6 8:25:15.300000104,1300,729,-1617,-407,1819.8293876075306,202,337,15,3,1.2847177204997686,103.81165665531854,39.84577913662003,2823,5281,15
39,32,2021-08-06 16:25:16.085581,2021-08-06 08:25:33.400000,2021-8-6 8:25:15.400000104,1300,731,-1621,-402,1823.0759720867368,299,505,15,3,1.2847177932723475,103.81165653434891,39.91241057919961,2743,5154,15
